"Group","GID","MCMDS","MCBSDS","CBSDRS","CGMS1","CGMS2","DM","HI","logTOPYLD","logRTNO"
"TARI_TP","ALBERT:CA8RLANXX:7:526312",0,0.126895907013662,0.0084304828707123,0.112608636558748,0.056549192969269,0.500398475295431,0.0674571812309993,0.155700145840739,-0.0217163820086115
"TARI_TP","CH05_203:250442976",0,0.0390663390041478,0.0571123588123594,0.0450726364895457,0.0200963489776566,-0.641392627080892,-0.126725018096198,0.18666788977684,-0.0808292705369725
"TARI_TP","COLICANANA:250442941",0,-0.0373367513970861,-0.00829376668132584,0.0588131899397029,0.16393470241124,-1.41788023436432,0.149810642548452,-0.453034237436157,0.0841156320717865
"TARI_TP","EYOPE:250442952",0,-0.0561584908022393,-0.0123820048836245,0.115398974220884,0.0643251022537586,0.734481785356991,0.0489741159852623,0.00989870918149189,-0.00656504129856348
"TARI_TP","F10_30_R2:250442916",0,-0.0174193020559543,-0.0169714235589945,0.0341105889894287,-0.0580882845264366,1.79328186575075,-0.023705786438283,0.235309817637693,-0.00820700103035944
"TARI_TP","I000388:250300404",0,0.0126226166986546,0.00775836163997839,-0.0280475617215802,0.0672783247004987,-0.228886388755203,0.0813981753665995,-0.117713833894944,-0.00583661566495049
"TARI_TP","I30572:250253643",0,-0.0642848744154206,0.00924909794077513,0.0531840647424508,0.103659520939765,0.537280570870434,0.0149402037183986,-0.102135880318093,0.144150049950702
"TARI_TP","I58308:250304631",0,-0.0677123157248244,-0.00812704642989955,0.163197426902366,0.123158771500304,-0.125663964350738,-0.0304016105292708,-0.0704543611288743,-0.145633136754161
"TARI_TP","I9101730:250304520",0,-0.0722954890539947,0.0179257456618263,0.0897772633059336,0.0826891091826571,-0.608786007862428,0.0319642361558746,-0.110124397641277,-0.0776445035366308
"TARI_TP","I961089A:250300537",0,-0.0264594792614561,0.0270929048317795,0.105389013945191,0.0134918011739936,0.0607552759239542,0.0270769983185589,-0.208937271437556,-0.140283979334328
"TARI_TP","KALAWE:250442951",0,0.196639929677484,0.0882570107171019,-0.0441013437818006,-0.0690724354041133,-0.773058129192553,-0.105417265248931,0.234690471562771,-0.164944382890005
"TARI_TP","KIBANDAMENO:250254266",0,0.241549309911837,0.0473697124050003,0.0752140998219379,0.0504449740733832,1.08860107733081,-0.044783227019361,0.0283462805951876,-0.0979083896366358
"TARI_TP","KIROBA:250253728",0,0.186487542015185,-0.0457998504236652,0.0502299656847097,0.000719970519668587,0.359662586965639,-0.0894038473504903,0.0948411017515261,-0.033412008827449
"TARI_TP","KIZIMBANI:250304603",0,-0.00799804275902335,0.0118654172981465,0.0331656079280309,0.00132510644669488,-0.00378103008882258,0.00701801362596848,-0.0276148024094435,0.00668600969745639
"TARI_TP","MFARANSA:CA8RLANXX:2:525815",0,0.0216152362330493,-0.0124290585967134,-0.110933278748841,-0.081938533206713,0.140126959777117,-0.0332484386129632,-0.115393052828967,-0.203511448932113
"TARI_TP","MKOMBOZI:CA8RLANXX:7:526255",0,0.0349197208159121,0.080634011973223,0.0181873510893072,0.254529221722638,-1.36914454341823,0.0296597149848881,-0.0442862927142787,-0.228175412386959
"TARI_TP","MKURANGA1:CA8RLANXX:2:525804",0,-0.00611367702534537,-0.011963682915331,-0.110696551811479,-0.0841003268599022,0.173644651742543,0.0128077210897989,-0.078546337196163,-0.138375510922367
"TARI_TP","NASE14:250329604",0,-0.0020648199151489,0.0298535509036643,-0.0498090692081295,0.072749200024193,-0.710768220200842,-0.127640502939967,0.157661456892908,-0.16162159326285
"TARI_TP","NASE18:CA8RLANXX:7:526303",0,0.0173605903914322,0.0507971418832634,0.0523902631363342,0.0233381437307408,-0.331215159236068,-0.110720559146862,0.158803477320173,-0.0957950399249142
"TARI_TP","NZIVA:250442917",0,0.0401627069821606,0.0480427574229415,0.119158028719726,0.052551102688033,-1.2474913795614,0.0123935843105702,0.0530820295941081,0.0816952091978165
"TARI_TP","ORELA:CA8RLANXX:8:526378",0,0.0278801862330479,0.0107630385200347,-0.0273151067991161,-0.0749320889889499,0.349394785419728,0.0961544203358309,0.30839683721726,-0.0291465407178244
