"x"
"17uytbwanga"
"18_CBSD_IMMUNE"
"18_NAMIKONGA_S1"
"18_NMKxAR37-80"
"19_C1_GS_Seedling_Nursery_Chambezi"
"2020_AYT_TP_BW"
"2020_CBSD_IMMUNE_BUN"
"2020_CBSD_IMMUNE_UKE"
"2020_CBSD_IMMUNE_UKG"
"2020_GWAS_BUNDA"
"2020_GWAS_Ukerewe"
"2020_GWAS_UKIRIGURU"
"2020_GxE_UKG"
"2020_UYT1C_GAIRO"
"95_iita_tz_materials"
"ACCESSION FOR GENOTYPING"
"bunda 2018"
"CET_1_2016"
"GXE KIBAHA"
"IITA GENOTYPING  PLATE"
"ilonga_trial"
"KIBAHA GERMPLASM"
"local_germplam_Southern"
"Local_germplasm_eastern"
"Local_germplasm_islands"
"local_germplasm_northern"
"Local_germplasm_Nothern"
"Local_germplasm_SMS"
"LOCAL VARIETIES"
"MULTILOCATIONAL_EZ_TP2"
"NDL_OP_UK"
"NEW_LOCAL_GERMPLASM_UKIRIGURU"
"NGTZ18KBH_AYT5"
"NGTZ18KBH_SEEDLING"
"NGTZ_CBSDIMMUNE_16VAR_CHAMBZ"
"NGTZKBH-2018-19-UYT2"
"Old_local_germplasm_ukiriguru"
"QC_CET_1"
"QC_CET_2"
"QC_PYT"
"Seedlings_Kibaha"
"TARI KIBAHA GERMPLASM"
