"germplasmName","FullSampleName"
"TZUKG12OP01_102","UKG12OP01_102:CAAC5ANXX:7:526730"
"TZUKG12OP01_103","UKG12OP01_103:CAAC5ANXX:7:526808"
"TZUKG12OP01_108",NA
"TZUKG12OP01_114","UKG12OP01_114:CAAC5ANXX:7:526795"
"TZUKG12OP01_121","UKG12OP01_121:CAAC5ANXX:7:526813"
"TZUKG12OP01_127","UKG12OP01_127:CAAC5ANXX:7:526811"
"TZUKG12OP01_133","UKG12OP01_133:CAAC5ANXX:7:526726"
"TZUKG12OP01_134",NA
"TZUKG12OP01_135","UKG12OP01_135:CAAC5ANXX:7:526776"
"TZUKG12OP01_139","UKG12OP01_139:CAAC5ANXX:7:526757"
"TZUKG12OP01_143","UKG12OP01_143:CAAC5ANXX:7:526727"
"TZUKG12OP01_150","UKG12OP01_150:CAAC5ANXX:7:526740"
"TZUKG12OP01_160",NA
"TZUKG12OP01_164",NA
"TZUKG12OP01_179","UKG12OP01_179:CAAC5ANXX:7:526754"
"TZUKG12OP01_187","UKG12OP01_187:CAAC5ANXX:7:526815"
"TZUKG12OP01_188","UKG12OP01_188:CAAC5ANXX:7:526790"
"TZUKG12OP01_241","UKG12OP01_241:CAAC5ANXX:7:526768"
"TZUKG12OP01_252","UKG12OP01_252:CAAC5ANXX:7:526780"
"TZUKG12OP01_255",NA
"TZUKG12OP01_256","UKG12OP01_256:CAAC5ANXX:7:526765"
"TZUKG12OP01_265","UKG12OP01_265:CAAC5ANXX:7:526781"
"TZUKG12OP01_295","UKG12OP01_295:CAAC5ANXX:7:526762"
"TZUKG12OP01_298",NA
"TZUKG12OP01_307","UKG12OP01_307:CAAC5ANXX:7:526788"
"TZUKG12OP01_312","UKG12OP01_312:CAAC5ANXX:7:526745"
"TZUKG12OP01_320","UKG12OP01_320:CAAC5ANXX:7:526742"
"TZUKG12OP01_321","UKG12OP01_321:CAAC5ANXX:7:526803"
"TZUKG12OP01_324","UKG12OP01_324:CAAC5ANXX:7:526785"
"TZUKG12OP01_325","UKG12OP01_325:CAAC5ANXX:7:526812"
"TZUKG12OP01_327","UKG12OP01_327:CAAC5ANXX:7:526816"
"TZUKG12OP01_345","UKG12OP01_345:CAAC5ANXX:7:526728"
"TZUKG12OP01_355","UKG12OP01_355:CAAC5ANXX:7:526751"
"TZUKG12OP01_359","UKG12OP01_359:CAAC5ANXX:7:526777"
"TZUKG12OP01_362","UKG12OP01_362:CAAC5ANXX:7:526764"
"TZUKG12OP02_011","UKG12OP02_011:CAAC5ANXX:7:526791"
"TZUKG12OP04_006","UKG12OP04_006:CAAC5ANXX:7:526798"
"TZUKG12OP04_007","UKG12OP04_007:CAAC5ANXX:7:526738"
"TZUKG12OP04_010","UKG12OP04_010:CAAC5ANXX:7:526809"
"TZUKG12OP04_021","UKG12OP04_021:CAAC5ANXX:7:526767"
"TZUKG12OP04_022","UKG12OP04_022:CAAC5ANXX:7:526814"
"TZUKG12OP04_035","UKG12OP04_035:CAAC5ANXX:7:526787"
"TZUKG12OP06_010","UKG12OP06_010:CAAC5ANXX:7:526770"
"TZUKG12OP06_012",NA
"TZUKG12OP06_017","UKG12OP06_017:CAAC5ANXX:7:526769"
"TZUKG12OP06_020","UKG12OP06_020:CAAC5ANXX:7:526761"
"TZUKG12OP06_027","UKG12OP06_027:CAAC5ANXX:7:526735"
"TZUKG12OP17_003","UKG12OP17_003:CAAC5ANXX:7:526778"
"TZUKG12OP17_004","UKG12OP17_004:CAAC5ANXX:7:526747"
"TZUKG12OP24_033","UKG12OP24_033:CAAC5ANXX:7:526784"
"TZUKG12OP31_005",NA
"TZUKG09_103MF",NA
"TZUKG09_138MF",NA
"TZUKG09_157KBM",NA
"TZUKG11_169NANCH",NA
"TZUKG11_240",NA
"TZUKG11_280",NA
"TZUKG11_296",NA
"TZUKG12_289",NA
"TZUKG12_43",NA
"TZUKG12_465MF",NA
"TZUKG12_496MF",NA
"TZUKG12_506MF",NA
"TZUKG12_508MF",NA
"TZUKG12_643KRB",NA
"TZUKG12_646KRB",NA
"TZUKG11_140",NA
"TZUKG09_46MF",NA
"AR40_6",NA
"Namikonga","Namikonga:250329682"
"TZKBH12_075",NA
"TZKBH12_156",NA
"TZKBH12_311",NA
"TZKBH12_413",NA
"TZKBH12_666",NA
"TZKBH12_807",NA
"TZKBH12_898",NA
"TZKBH13_233",NA
"TZKBH13_254",NA
"TZKBH13_494",NA
"TZKBH13_696",NA
"TZKBH14_053",NA
"TZKBH14_1256",NA
"TZKBH14_1283",NA
"TZKBH14_140",NA
"TZKBH14_1440",NA
"TZKBH14_202",NA
"TZKBH14_282",NA
"TZKBH14_288",NA
"TZKBH14_415",NA
"TZKBH14_422",NA
"TZKBH14_547",NA
"TZKBH14_636",NA
"TZKBH14_793",NA
"TZKBH15_002",NA
"TZKBH15_044",NA
"TZKBH15_120",NA
"TZKBH15_134",NA
"TZKBH15_194",NA
"TZKBH15_391",NA
"TZUKG1207_015",NA
"ZAGAZAGA",NA
"TZKBH2014B_017",NA
"TZKBH2015B_036",NA
"TZKBH2015B_065",NA
"TZKBH2015B_071",NA
"TZKBH2015B_129",NA
"TZKBH2015B_157",NA
"TZKBH2016B_020",NA
"TZKBH2016B_087",NA
"TZKBH2016B_185",NA
"TZKBH2016B_316",NA
"TZKBH2016B_504",NA
"TZKBH2016B_521",NA
"UG110114",NA
"COL2246",NA
"UG110045",NA
"NDOPE",NA
"NJULE_RED",NA
"NYAMKAGILE",NA
"OFUMBA_CHAI",NA
"PER317",NA
"PER368","PER368:250327700"
"PER415","PER415:250327705"
"PER608",NA
"RASTA",NA
"TONGOLO",NA
"COL2182",NA
"CUB40",NA
"ECU41",NA
"Kibandameno",NA
"PER226",NA
"PER556","PER556:250327712"
"KYAKA",NA
"MEREMETA",NA
"RUSHURA",NA
"KAYUMU",NA
"TMEB1310","KIROBA:250253728"
"TZUKG2011_140NMKxKLL",NA
"TZKBH14_1247",NA
"TZKBH14_694",NA
"TZKBH14_702",NA
"TZKBH14_996",NA
"TZKBH15_154",NA
"TZKBH15_319",NA
"TZKBH16_030",NA
"TZKBH16_036",NA
"TZKBH16_105",NA
"TZKBH16_168",NA
"TZKBH16_261",NA
"TZKBH16_274",NA
"TZKBH16_330",NA
"TZKBH16_369",NA
"TZKBH16_981",NA
"TZKBH14_1326",NA
"TZKBH14_215",NA
"TZKBH14_696",NA
"TZKBH14_934",NA
"TZKBH15_135",NA
"TZKBH15_161",NA
"TZKBH15_468",NA
"TZKBH16_032",NA
"TZKBH16_076",NA
"TZKBH16_153",NA
"TZKBH16_194",NA
"TZKBH16_269",NA
"TZKBH16_311",NA
"TZKBH16_353",NA
"TZKBH16_451",NA
"TZMM06_0045","MM06_0045:CA8RLANXX:6:526185"
"TZKBH2014_017","KBH2014_017:CA93YANXX:4:525986"
"TZKBH2015_036",NA
"TZKBH2015_065",NA
"TZKBH2015_071",NA
"TZKBH2015_129",NA
"TZKBH2015_157",NA
"KALULU",NA
"TZKBH20_598",NA
"TZKBH20_890",NA
"TZKBH20_688",NA
"TZKBH20_652",NA
"TZKBH20_679",NA
"TZKBH20_793",NA
"TZKBH20_564",NA
"TZKBH20_868",NA
"TZKBH20_545",NA
"TZKBH20_504",NA
"TZKBH20_589",NA
"TZKBH20_936",NA
"TZKBH20_933",NA
"TZKBH20_722",NA
"TZKBH20_731",NA
"TZKBH20_634",NA
"TZKBH20_924",NA
"TZKBH20_696",NA
"TZKBH20_864",NA
"TZKBH20_707",NA
"TZKBH20_752",NA
"TZKBH20_826",NA
"TZKBH20_533",NA
"TZKBH20_894",NA
"TZKBH20_749",NA
"TZKBH20_442",NA
"TZKBH20_739",NA
"TZKBH20_517",NA
"TZKBH20_720",NA
"TZKBH20_512",NA
"TZKBH20_516",NA
"TZKBH20_920",NA
"TZKBH20_502",NA
"TZKBH20_703",NA
"TZKBH20_625",NA
"TZKBH20_721",NA
"TZKBH20_941",NA
"TZKBH20_869",NA
"TZKBH20_510",NA
"TZKBH20_879",NA
"TZKBH20_667",NA
"TZKBH20_937",NA
"TZKBH20_643",NA
"TZKBH20_635",NA
"TZKBH20_759",NA
"TZKBH20_587",NA
"TZKBH20_535",NA
"TZKBH20_706",NA
"TZKBH20_784",NA
"TZKBH20_423",NA
"TZKBH20_429",NA
"TZKBH20_818",NA
"TZKBH20_745",NA
"TZKBH20_812",NA
"TZKBH20_636",NA
"TZKBH20_808",NA
"TZKBH20_499",NA
"TZKBH20_725",NA
"TZKBH20_734",NA
"TZKBH20_454",NA
"TZKBH20_531",NA
"TZKBH20_832",NA
"TZKBH20_438",NA
"TZKBH20_929",NA
"TZKBH20_778",NA
"TZKBH20_443",NA
"TZKBH20_691",NA
"TZKBH20_934",NA
"TZKBH20_672",NA
"TZKBH20_726",NA
"TZKBH20_952",NA
"TZKBH20_547",NA
"TZKBH20_420",NA
"TZKBH20_819",NA
"TZKBH20_727",NA
"TZKBH20_623",NA
"TZKBH20_824",NA
"TZKBH20_845",NA
"TZKBH20_794",NA
"TZKBH20_743",NA
"TZKBH20_898",NA
"TZKBH20_850",NA
"TZKBH20_942",NA
"TZKBH20_449",NA
"TZKBH20_697",NA
"TZKBH20_460",NA
"TZKBH20_424",NA
"TZKBH20_773",NA
"TZKBH20_441",NA
"TZKBH20_780",NA
"TZKBH20_835",NA
"TZKBH20_436",NA
"TZKBH20_494",NA
"TZKBH20_656",NA
"TZKBH20_751",NA
"TZKBH20_844",NA
"TZKBH20_680",NA
"TZKBH20_683",NA
"TZKBH20_764",NA
"TZKBH20_789",NA
"TZKBH20_644",NA
"TZKBH20_418",NA
"TZKBH20_905",NA
"TZKBH20_642",NA
"TZKBH20_801",NA
"TZKBH20_762",NA
"TZKBH20_916",NA
"TZKBH20_906",NA
"TZKBH20_922",NA
"TZKBH20_949",NA
"TZKBH20_437",NA
"TZKBH20_700",NA
"TZKBH20_900",NA
"TZKBH20_631",NA
"TZKBH20_665",NA
"TZKBH20_681",NA
"TZKBH20_657",NA
"TZKBH20_440",NA
"TZKBH20_650",NA
"TZKBH20_414",NA
"TZKBH20_766",NA
"TZKBH20_774",NA
"TZKBH20_897",NA
"TZKBH20_629",NA
"TZKBH20_649",NA
"TZKBH20_711",NA
"TZKBH20_647",NA
"TZKBH20_590",NA
"TZKBH20_770",NA
"TZKBH20_939",NA
"TZKBH20_804",NA
"TZKBH20_463",NA
"TZKBH20_637",NA
"TZKBH20_747",NA
"TZKBH20_772",NA
"TZKBH20_627",NA
"TZKBH20_537",NA
"TZKBH20_802",NA
"TZKBH20_891",NA
"TZKBH20_689",NA
"TZKBH20_785",NA
"TZKBH20_910",NA
"TZKBH20_875",NA
"TZKBH20_892",NA
"TZKBH20_781",NA
"TZKBH20_943",NA
"TZKBH20_887",NA
"TZKBH20_653",NA
"TZKBH20_465",NA
"TZKBH20_428",NA
"TZKBH20_474",NA
"TZKBH20_806",NA
"TZKBH20_828",NA
"TZKBH20_673",NA
"TZKBH20_676",NA
"TZKBH20_692",NA
"TZKBH20_792",NA
"TZKBH20_666",NA
"TZKBH20_912",NA
"TZKBH20_701",NA
"TZKBH20_950",NA
"TZKBH20_768",NA
"TZKBH20_413",NA
"TZKBH20_481",NA
"TZKBH20_668",NA
"TZKBH20_809",NA
"TZKBH20_769",NA
"TZKBH20_477",NA
"TZKBH20_580",NA
"TZKBH20_641",NA
"TZKBH20_755",NA
"TZKBH20_624",NA
"TZKBH20_527",NA
"TZKBH20_690",NA
"TZKBH20_550",NA
"TZKBH20_645",NA
"TZKBH20_874",NA
"TZKBH20_671",NA
"TZKBH20_473",NA
"TZKBH20_775",NA
"TZKBH20_447",NA
"TZKBH20_419",NA
"TZKBH20_907",NA
"TZKBH20_497",NA
"TZKBH20_760",NA
"TZKBH20_842",NA
"TZKBH20_654",NA
"TZKBH20_729",NA
"TZKBH20_670",NA
"TZKBH20_901",NA
"TZKBH20_417",NA
"TZKBH20_732",NA
"TZKBH20_714",NA
"TZKBH20_534",NA
"TZKBH20_716",NA
"TZKBH20_840",NA
"TZKBH20_539",NA
"TZKBH20_742",NA
"TZKBH20_571",NA
"TZKBH20_902",NA
"TZKBH20_893",NA
"TZKBH20_867",NA
"TZKBH20_600",NA
"TZKBH20_682",NA
"TZKBH20_930",NA
"TZKBH20_855",NA
"TZKBH20_528",NA
"TZKBH20_518",NA
"TZKBH20_479",NA
"TZKBH20_455",NA
"TZKBH20_928",NA
"TZKBH20_522",NA
"TZKBH20_831",NA
"TZKBH20_805",NA
"TZKBH20_506",NA
"TZKBH20_661",NA
"TZKBH20_708",NA
"TZKBH20_610",NA
"TZKBH20_558",NA
"TZKBH20_825",NA
"TZKBH20_632",NA
"TZKBH20_741",NA
"TZKBH20_849",NA
"TZKBH20_520",NA
"TZKBH20_541",NA
"TZKBH20_521",NA
"TZKBH20_678",NA
"TZKBH20_693",NA
"TZKBH20_662",NA
"TZKBH20_889",NA
"TZKBH20_932",NA
"TZKBH20_468",NA
"TZKBH20_817",NA
"TZKBH20_461",NA
"TZKBH20_457",NA
"TZKBH20_543",NA
"TZKBH20_639",NA
"TZKBH20_927",NA
"TZKBH20_626",NA
"TZKBH20_771",NA
"TZKBH20_669",NA
"TZKBH20_482",NA
"TZKBH20_904",NA
"TZKBH20_444",NA
"TZKBH20_925",NA
"TZKBH20_487",NA
"TZKBH20_584",NA
"TZKBH20_633",NA
"TZKBH20_723",NA
"TZKBH20_951",NA
"TZKBH20_718",NA
"TZKBH20_704",NA
"TZKBH20_427",NA
"TZKBH20_646",NA
"TZKBH20_509",NA
"TZKBH20_648",NA
"TZKBH20_735",NA
"TZKBH20_655",NA
"TZKBH20_917",NA
"TZKBH20_931",NA
"TZKBH20_540",NA
"TZKBH20_947",NA
"TZKBH20_737",NA
"TZKBH20_660",NA
"TZKBH20_847",NA
"TZKBH20_857",NA
"TZKBH20_763",NA
"TZKBH20_903",NA
"TZKBH20_797",NA
"TZKBH20_560",NA
"TZKBH20_695",NA
"TZKBH20_719",NA
"TZKBH20_896",NA
"TZKBH20_861",NA
"TZKBH20_448",NA
"TZKBH20_574",NA
"TZKBH20_911",NA
"TZKBH20_938",NA
"TZKBH20_899",NA
"TZKBH20_786",NA
"TZKBH20_677",NA
"TZKBH20_563",NA
"TZKBH20_823",NA
"TZKBH20_758",NA
"TZKBH20_923",NA
"TZKBH20_940",NA
"TZKBH20_909",NA
"TZKBH20_525",NA
"TZKBH20_601",NA
"TZKBH20_870",NA
"TZKBH20_620",NA
"TZKBH20_536",NA
"TZKBH20_594",NA
"TZKBH20_618",NA
"TZKBH20_586",NA
"TZKBH20_546",NA
"TZKBH20_552",NA
"TZKBH20_572",NA
"TZKBH20_814",NA
"TZKBH20_439",NA
"TZKBH20_761",NA
"TZKBH20_787",NA
"TZKBH20_880",NA
"TZKBH20_570",NA
"TZKBH20_914",NA
"TZKBH20_843",NA
"TZKBH20_944",NA
"TZKBH20_500",NA
"TZKBH20_467",NA
"TZKBH20_616",NA
"TZKBH20_575",NA
"TZKBH20_619",NA
"TZKBH20_617",NA
"TZKBH20_687",NA
"TZKBH20_622",NA
"TZKBH20_957",NA
"TZKBH20_827",NA
"TZKBH20_415",NA
"TZKBH20_776",NA
"TZKBH20_705",NA
"TZKBH20_710",NA
"TZKBH20_765",NA
"TZKBH20_746",NA
"TZKBH20_556",NA
"TZKBH20_462",NA
"TZKBH20_456",NA
"TZKBH20_561",NA
"TZKBH20_529",NA
"TZKBH20_472",NA
"TZKBH20_491",NA
"TZKBH20_458",NA
"TZKBH20_453",NA
"TZKBH20_469",NA
"TZKBH20_837",NA
"TZKBH20_581",NA
"TZKBH20_459",NA
"TZKBH20_484",NA
"TZKBH20_470",NA
"TZKBH20_476",NA
"TZKBH20_478",NA
"TZKBH20_602",NA
"TZKBH20_464",NA
"TZKBH20_492",NA
"TZKBH20_530",NA
"TZKBH20_592",NA
"TZKBH20_724",NA
"TZKBH20_568",NA
"TZKBH20_566",NA
"TZKBH20_496",NA
"TZKBH20_450",NA
"TZKBH20_836",NA
"TZKBH20_878",NA
"TZKBH20_597",NA
"TZKBH20_593",NA
"TZKBH20_613",NA
"TZKBH20_523",NA
"TZKBH20_756",NA
"TZKBH20_486",NA
"TZKBH20_505",NA
"TZKBH20_576",NA
"TZKBH20_790",NA
"TZKBH20_612",NA
"TZKBH20_606",NA
"TZKBH20_607",NA
"TZKBH20_578",NA
"TZKBH20_953",NA
"TZKBH20_515",NA
"TZKBH20_559",NA
"TZKBH20_511",NA
"TZKBH20_591",NA
"TZKBH20_595",NA
"TZKBH20_583",NA
"TZKBH20_551",NA
"TZKBH20_796",NA
"TZKBH20_524",NA
"TZKBH20_435",NA
"TZKBH20_783",NA
"TZKBH20_675",NA
"TZKBH20_748",NA
"TZKBH20_684",NA
"TZKBH20_659",NA
"TZKBH20_813",NA
"TZKBH20_475",NA
"TZKBH20_800",NA
"TZKBH20_740",NA
"TZKBH20_611",NA
"TZKBH20_895",NA
"TZKBH20_431",NA
"TZKBH20_451",NA
"TZKBH20_888",NA
"TZKBH20_605",NA
"TZKBH20_859",NA
"TZKBH20_816",NA
"TZKBH20_480",NA
"TZKBH20_430",NA
"TZKBH20_471",NA
"TZKBH20_851",NA
"TZKBH20_501",NA
"TZKBH20_426",NA
"TZKBH20_811",NA
"TZKBH20_863",NA
"TZKBH20_498",NA
"TZKBH20_445",NA
"TZKBH20_422",NA
"TZKBH20_871",NA
"TZKBH20_488",NA
"TZKBH20_733",NA
"TZKBH20_795",NA
"TZKBH20_862",NA
"TZKBH20_833",NA
"TZKBH20_489",NA
"TZKBH20_434",NA
"TZKBH20_446",NA
"TZKBH20_881",NA
"TZKBH20_432",NA
"TZKBH20_841",NA
"TZKBH20_579",NA
"TZKBH20_508",NA
"TZKBH20_846",NA
"TZKBH20_945",NA
"TZKBH20_873",NA
"TZKBH20_919",NA
"TZKBH20_853",NA
"TZKBH20_872",NA
"TZKBH20_883",NA
"TZKBH20_554",NA
"TZKBH20_713",NA
"TZKBH20_416",NA
"TZKBH20_493",NA
"TZKBH20_865",NA
"TZKBH20_882",NA
"TZKBH20_948",NA
"TZKBH20_562",NA
"TZKBH20_815",NA
"TZKBH20_876",NA
"TZKBH20_565",NA
"TZKBH20_822",NA
"TZKBH20_848",NA
"TZKBH20_555",NA
"TZKBH20_585",NA
"TZKBH20_608",NA
"TZKBH20_698",NA
"TZKBH20_573",NA
"TZKBH20_603",NA
"TZKBH20_854",NA
"TZKBH20_604",NA
"TZKBH20_852",NA
"TZKBH20_821",NA
"TZKBH20_507",NA
"TZKBH20_856",NA
"TZKBH20_715",NA
"TZKBH20_485",NA
"TZKBH20_513",NA
"TZKBH20_582",NA
"TZKBH20_526",NA
"TZKBH20_615",NA
"TZKBH20_542",NA
"TZKBH20_609",NA
"TZKBH20_548",NA
"TZKBH20_838",NA
"TZKBH20_935",NA
"TZKBH20_621",NA
"TZKBH20_712",NA
"TZKBH20_421",NA
"TZKBH20_553",NA
"TZKBH20_599",NA
"TZKBH20_839",NA
"TZKBH20_514",NA
"TZKBH20_858",NA
"TZKBH20_860",NA
"TZKBH20_503",NA
"TZKBH20_777",NA
"TZKBH20_736",NA
"TZKBH20_885",NA
"TZKBH20_884",NA
"TZKBH20_829",NA
"TZKBH20_834",NA
"TZKBH20_651",NA
"TZKBH20_799",NA
"TZKBH20_519",NA
"TZKBH20_954",NA
"TZKBH20_532",NA
"TZKBH20_577",NA
"TZKBH20_694",NA
"TZKBH20_490",NA
"TZKBH20_730",NA
"TZKBH20_614",NA
"TZKBH20_549",NA
"TZKBH20_754",NA
"TZKBH20_495",NA
"TZKBH20_788",NA
"TZKBH20_913",NA
"TZKBH20_744",NA
"TZKBH20_433",NA
"TZKBH20_569",NA
"TZKBH20_717",NA
"TZKBH20_810",NA
"TZKBH20_596",NA
"TZKBH20_466",NA
"TZKBH20_926",NA
"TZKBH20_483",NA
"TZKBH20_918",NA
"TZKBH20_750",NA
"TZKBH20_686",NA
"TZKBH20_663",NA
"TZKBH20_767",NA
"TZKBH20_557",NA
"TZKBH20_664",NA
"TZKBH20_425",NA
"TZKBH20_544",NA
"TZKBH20_588",NA
"TZKBH20_452",NA
"TZKBH20_628",NA
"TZKBH20_709",NA
"TZKBH20_820",NA
"TZKBH20_791",NA
"TZKBH20_685",NA
"TZKBH20_630",NA
"TZKBH20_674",NA
"TZKBH20_638",NA
"TZKBH20_921",NA
"TZKBH20_908",NA
"TZKBH20_753",NA
"TZKBH20_886",NA
"TZKBH20_779",NA
"TZKBH20_915",NA
"TZKBH20_798",NA
"TZKBH20_728",NA
"TZKBH20_955",NA
"TZKBH20_699",NA
"TZKBH20_782",NA
"TZKBH20_803",NA
"TZKBH20_252",NA
"TZKBH20_142",NA
"TZKBH20_005",NA
"TZKBH20_065",NA
"TZKBH20_156",NA
"TZKBH20_099",NA
"TZKBH20_261",NA
"TZKBH20_103",NA
"TZKBH20_208",NA
"TZKBH20_275",NA
"TZKBH20_116",NA
"TZKBH20_158",NA
"TZKBH20_064",NA
"TZKBH20_033",NA
"TZKBH20_067",NA
"TZKBH20_270",NA
"TZKBH20_293",NA
"TZKBH20_037",NA
"TZKBH20_108",NA
"TZKBH20_092",NA
"TZKBH20_254",NA
"TZKBH20_219",NA
"TZKBH20_295",NA
"TZKBH20_051",NA
"TZKBH20_024",NA
"TZKBH20_272",NA
"TZKBH20_241",NA
"TZKBH20_289",NA
"TZKBH20_095",NA
"TZKBH20_343",NA
"TZKBH20_010",NA
"TZKBH20_125",NA
"TZKBH20_190",NA
"TZKBH20_056",NA
"TZKBH20_094",NA
"TZKBH20_247",NA
"TZKBH20_048",NA
"TZKBH20_025",NA
"TZKBH20_075",NA
"TZKBH20_102",NA
"TZKBH20_014",NA
"TZKBH20_265",NA
"TZKBH20_228",NA
"TZKBH20_023",NA
"TZKBH20_152",NA
"TZKBH20_120",NA
"TZKBH20_242",NA
"TZKBH20_021",NA
"TZKBH20_180",NA
"TZKBH20_088",NA
"TZKBH20_269",NA
"TZKBH20_044",NA
"TZKBH20_083",NA
"TZKBH20_084",NA
"TZKBH20_078",NA
"TZKBH20_002",NA
"TZKBH20_206",NA
"TZKBH20_279",NA
"TZKBH20_291",NA
"TZKBH20_049",NA
"TZKBH20_147",NA
"TZKBH20_132",NA
"TZKBH20_134",NA
"TZKBH20_182",NA
"TZKBH20_072",NA
"TZKBH20_248",NA
"TZKBH20_009",NA
"TZKBH20_133",NA
"TZKBH20_230",NA
"TZKBH20_113",NA
"TZKBH20_146",NA
"TZKBH20_233",NA
"TZKBH20_292",NA
"TZKBH20_085",NA
"TZKBH20_104",NA
"TZKBH20_188",NA
"TZKBH20_039",NA
"TZKBH20_215",NA
"TZKBH20_004",NA
"TZKBH20_089",NA
"TZKBH20_003",NA
"TZKBH20_015",NA
"TZKBH20_081",NA
"TZKBH20_090",NA
"TZKBH20_070",NA
"TZKBH20_140",NA
"TZKBH20_150",NA
"TZKBH20_135",NA
"TZKBH20_022",NA
"TZKBH20_136",NA
"TZKBH20_240",NA
"TZKBH20_160",NA
"TZKBH20_145",NA
"TZKBH20_139",NA
"TZKBH20_350",NA
"TZKBH20_367",NA
"TZKBH20_325",NA
"TZKBH20_346",NA
"TZKBH20_406",NA
"TZKBH20_372",NA
"TZKBH20_324",NA
"TZKBH20_224",NA
"TZKBH20_348",NA
"TZKBH20_405",NA
"TZKBH20_327",NA
"TZKBH20_409",NA
"TZKBH20_375",NA
"TZKBH20_337",NA
"TZKBH20_304",NA
"TZKBH20_408",NA
"TZKBH20_371",NA
"TZKBH20_318",NA
"TZKBH20_388",NA
"TZKBH20_317",NA
"TZKBH20_331",NA
"TZKBH20_349",NA
"TZKBH20_407",NA
"TZKBH20_319",NA
"TZKBH20_389",NA
"TZKBH20_410",NA
"TZKBH20_382",NA
"TZKBH20_376",NA
"TZKBH20_385",NA
"TZKBH20_341",NA
"TZKBH20_368",NA
"TZKBH20_340",NA
"TZKBH20_384",NA
"TZKBH20_370",NA
"TZKBH20_345",NA
"TZKBH20_365",NA
"TZKBH20_321",NA
"TZKBH20_283",NA
"TZKBH20_362",NA
"TZKBH20_323",NA
"TZKBH20_364",NA
"TZKBH20_322",NA
"TZKBH20_339",NA
"TZKBH20_347",NA
"TZKBH20_314",NA
"TZKBH20_395",NA
"TZKBH20_320",NA
"TZKBH20_315",NA
"TZKBH20_379",NA
"TZKBH20_387",NA
"TZKBH20_313",NA
"TZKBH20_390",NA
"TZKBH20_394",NA
"TZKBH20_336",NA
"TZKBH20_399",NA
"TZKBH20_306",NA
"TZKBH20_335",NA
"TZKBH20_332",NA
"TZKBH20_311",NA
"TZKBH20_310",NA
"TZKBH20_359",NA
"TZKBH20_356",NA
"TZKBH20_303",NA
"TZKBH20_411",NA
"TZKBH20_351",NA
"TZKBH20_381",NA
"TZKBH20_402",NA
"TZKBH20_297",NA
"TZKBH20_398",NA
"TZKBH20_396",NA
"TZKBH20_401",NA
"TZKBH20_326",NA
"TZKBH20_329",NA
"TZKBH20_308",NA
"TZKBH20_355",NA
"TZKBH20_307",NA
"TZKBH20_305",NA
"TZKBH20_342",NA
"TZKBH20_333",NA
"TZKBH20_338",NA
"TZKBH20_354",NA
"TZKBH20_344",NA
"TZKBH20_373",NA
"TZKBH20_383",NA
"TZKBH20_400",NA
"TZKBH20_404",NA
"TZKBH20_374",NA
"TZKBH20_211",NA
"TZKBH20_392",NA
"TZKBH20_377",NA
"TZKBH20_386",NA
"TZKBH20_403",NA
"TZKBH20_363",NA
"TZKBH20_309",NA
"TZKBH20_380",NA
"TZKBH20_312",NA
"TZKBH20_412",NA
"TZKBH20_352",NA
"TZKBH20_369",NA
"TZKBH20-328",NA
"TZKBH20-391",NA
"TZKBH20-331",NA
"TZKBH20-360",NA
"TZKBH20-366",NA
"TZKBH20-397",NA
"TZKBH20-330",NA
"TZKBH20-334",NA
"TZKBH20-378",NA
"TZKBH20_192",NA
"TZKBH20_055",NA
"TZKBH20_129",NA
"TZKBH20_042",NA
"TZKBH20_316",NA
"TZKBH20_176",NA
"TZKBH20_301",NA
"TZKBH20_257",NA
"TZKBH20_171",NA
"TZKBH20_077",NA
"TZKBH20_168",NA
"TZKBH20_221",NA
"TZKBH20_282",NA
"TZKBH20_027",NA
"TZKBH20_205",NA
"TZKBH20_184",NA
"TZKBH20_149",NA
"TZKBH20_0086",NA
"TZKBH20_249",NA
"TZKBH20_054",NA
"TZKBH20_244",NA
"TZKBH20_268",NA
"TZKBH20_256",NA
"TZKBH20_235",NA
"TZKBH20_220",NA
"TZKBH20_223",NA
"TZKBH20_036",NA
"TZKBH20_031",NA
"TZKBH20_143",NA
"TZKBH20_006",NA
"TZKBH20_227",NA
"TZKBH20_109",NA
"TZKBH20_185",NA
"TZKBH20_080",NA
"TZKBH20_246",NA
"TZKBH20_032",NA
"TZKBH20_130",NA
"TZKBH20_106",NA
"TZKBH20_193",NA
"TZKBH20_216",NA
"TZKBH20_231",NA
"TZKBH20_300",NA
"TZKBH20_264",NA
"TZKBH20_057",NA
"TZKBH20_062",NA
"TZKBH20_288",NA
"TZKBH20_204",NA
"TZKBH20_059",NA
"TZKBH20_144",NA
"TZKBH20_217",NA
"TZKBH20_076",NA
"TZKBH20_234",NA
"TZKBH20_007",NA
"TZKBH20_114",NA
"TZKBH20_162",NA
"TZKBH20_091",NA
"TZKBH20_107",NA
"TZKBH20_259",NA
"TZKBH20_167",NA
"TZKBH20_201",NA
"TZKBH20_073",NA
"TZKBH20_277",NA
"TZKBH20_101",NA
"TZKBH20_266",NA
"TZKBH20_154",NA
"TZKBH20_163",NA
"TZKBH20_053",NA
"TZKBH20_001",NA
"TZKBH20_020",NA
"TZKBH20_197",NA
"TZKBH20_245",NA
"TZKBH20_122",NA
